,Date,Transmission_Time,band,utc,power,Recieving_Station,Distance
0,20220525,0855,40,085515,6,G0KTN,300
1,20220525,0855,40,085514,6,2E0EJA,261
2,20220525,0855,40,085516,6,PB0AIC,434
3,20220525,0855,40,085514,6,NL8465PW,471
4,20220525,0855,40,085512,6,G0AKH,449
5,20220525,0855,40,085512,6,G1TZC,181
6,20220525,0855,40,085511,6,DL1ZAX,773
7,20220525,0855,40,085511,6,DL7DJ,666
8,20220525,0855,40,085511,6,G1MHU,46
9,20220525,0855,40,085500,6,PA3WLE,402
10,20230918,1046,20,104616,6,RU3FA/QRP,2461
11,20230918,1046,20,104615,6,SP8QEJ,1626
12,20230918,1046,20,104614,6,OH6IH,1708
13,20230918,1046,20,104600,6,SM2GHI,1909
14,20230918,1046,20,104615,6,F6DAY,983
15,20230918,1046,20,104615,6,EA1TF,1266
16,20230918,1046,20,104614,6,OH6GAZ,1781
17,20230918,1046,20,104612,6,SA3JEB,1574
18,20230918,1046,20,104612,6,OH2MDN,1587
19,20230918,1046,20,104612,6,OE3RLV,1375
20,20230918,1046,20,104612,6,OK1XLE,1115
21,20230918,1046,20,104600,6,HB9TMC,1101
22,20210704,2215,20,221520,8,HB9CQK,1013
23,20210704,2215,20,221518,8,US2YW,1968
24,20210704,2215,20,221516,8,HB9GKM,1023
25,20210704,2215,20,221516,8,DK1RWR,632
26,20210704,2215,20,221515,8,DJ9JF,741
27,20210704,2215,20,221515,8,EB5JFJ,1613
28,20210704,2215,20,221515,8,LZ2VQ,2218
29,20210704,2215,20,221515,8,ES5PC,1768
30,20210704,2215,20,221514,8,RL3AM,2418
31,20210704,2215,20,221514,8,OH7LOA,2065
32,20210704,2215,20,221512,8,OH8AV,1922
33,20210704,2215,20,221512,8,5P2UEFA/4,750
34,20210704,2215,20,221512,8,OH6GKW,1753
35,20210704,2215,20,221512,8,OH7GIQ,1908
36,20210704,2215,20,221512,8,DL5HU,777
37,20210704,2215,20,221500,8,WZ7I,5521
38,20210704,2215,20,221500,8,SM2GHI,1909
39,20220123,1621,40,162142,6,PD1BER,504
40,20220123,1621,40,162127,6,F4ARU/1,1163
41,20220123,1621,40,162127,6,DF8KI,662
42,20220123,1621,40,162120,6,DF2LV,683
43,20220123,1621,40,162118,6,LA6GKA,697
44,20220123,1621,40,162116,6,PA3HAW,564
45,20220123,1621,40,162115,6,F4ARU/2,1158
46,20220123,1621,40,162115,6,ON75WRC,470
47,20220123,1621,40,162114,6,PD5DRE,517
48,20220123,1621,40,162114,6,PD0HLA,430
49,20210614,1122,40,112215,8,DJ9PC,972
50,20210614,1122,40,112215,8,F1EYG,616
51,20210614,1122,40,112214,8,R6A12,396
52,20210614,1122,40,112212,8,G4EFE,273
53,20210614,1122,40,112212,8,G8GJC,105
54,20210614,1122,40,112211,8,DK7ZT,743
55,20210614,1122,40,112211,8,DK5TRI,584
56,20210614,1122,40,112211,8,M0SYJ,297
57,20210614,1122,40,112211,8,2E0GJU,211
58,20210614,1122,40,112200,8,ON3URE,487
59,20220518,1054,20,105415,7,EA1EAS,1483
60,20220518,1054,20,105414,7,ES1JA,1667
61,20220518,1054,20,105412,7,HB9CZR,957
62,20220518,1054,20,105412,7,OE3PBS,1386
63,20220518,1054,20,105412,7,PD0IFI,541
64,20220518,1054,20,105412,7,DC7OT,630
65,20220518,1054,20,105411,7,OZ2BX,653
66,20220518,1054,20,105400,7,HB9TMC,1098
67,20220518,1054,20,105400,7,SM2GHI,1909
68,20220422,1817,40,181715,6,G0OFE,361
69,20220422,1817,40,181715,6,DL2PK,591
70,20220422,1817,40,181716,6,MW6IUT,311
71,20220422,1817,40,181715,6,G0KTN,300
72,20220422,1817,40,181715,6,G0FVH,363
73,20220422,1817,40,181715,6,F4BKT,604
74,20220422,1817,40,181715,6,2E0EJA,261
75,20220422,1817,40,181715,6,PD2RPS,465
76,20220422,1817,40,181715,6,F4IYC,461
77,20220422,1817,40,181714,6,2E0LMA,256
78,20220422,1817,40,181714,6,M5ALA,84
79,20220422,1817,40,181714,6,F1NQP,553
80,20220422,1817,40,181714,6,F6KHM,662
81,20220422,1817,40,181714,6,GM8IEM,547
82,20220422,1817,40,181712,6,DK4RH,633
83,20220422,1817,40,181712,6,M7ICL,155
84,20220422,1817,40,181712,6,PA5PEK,437
85,20220422,1817,40,181712,6,DL7DJ,666
86,20220422,1817,40,181712,6,MM0URN,562
87,20220422,1817,40,181712,6,PA/DF1KSP/P,557
88,20220422,1817,40,181712,6,PD1BER,504
89,20220422,1817,40,181712,6,G0UBX,186
90,20220422,1817,40,181712,6,PE1MRN,457
91,20220422,1817,40,181712,6,G3VNC,323
92,20220422,1817,40,181712,6,G7RES,367
93,20220422,1817,40,181712,6,G6UED,165
94,20220422,1817,40,181712,6,GJ0VJP,534
95,20220422,1817,40,181712,6,G1ZZC,350
96,20220422,1817,40,181711,6,PD2TCW,546
97,20220422,1817,40,181700,6,ON3URE,487
98,20220422,1817,40,181700,6,SWLJO52,771
99,20220422,1817,40,181700,6,HB9TMC,1098
100,20211109,1915,40,191515,7,S52D,1406
101,20211109,1915,40,191512,7,EA4T,1517
102,20211109,1915,40,191512,7,EI7GSB,545
103,20211109,1915,40,191512,7,S51UN,1452
104,20211109,1915,40,191515,7,OL7M,1244
105,20211109,1915,40,191514,7,S58MU,1469
106,20230819,1646,40,164615,7,G0KTN,302
107,20230819,1646,40,164615,7,GX7WAB,364
108,20230819,1646,40,164614,7,G7VGY/P,363
109,20230819,1646,40,164612,7,F8MRQ,720
110,20230819,1646,40,164612,7,G6NWF,296
111,20230819,1646,40,164612,7,G0JDK,91
112,20230819,1646,40,164612,7,G7RMG,355
113,20230819,1646,40,164612,7,G0FQA,184
114,20230819,1646,40,164612,7,M0LKJ,299
115,20230819,1646,40,164611,7,G3YHN,165
116,20230819,1646,40,164600,7,MM3NDH,272
117,20211124,1048,40,104815,5,G8LCO,238
118,20211124,1048,40,104815,5,PC5Q,497
119,20211124,1048,40,104815,5,F1EYG,616
120,20211124,1048,40,104815,5,SM7IUN,921
121,20211124,1048,40,104815,5,G0KTN,300
122,20211124,1048,40,104815,5,G0OFE,361
123,20211124,1048,40,104815,5,GX4WAB,363
124,20211124,1048,40,104815,5,MM3NDH,264
125,20211124,1048,40,104815,5,G6DDX,163
126,20211124,1048,40,104815,5,PE1MNW,559
127,20211124,1048,40,104815,5,DL2PK,591
128,20211124,1048,40,104814,5,OZ5EM,728
129,20211124,1048,40,104814,5,F1BLQ,1020
130,20211124,1048,40,104814,5,2E0EJA,261
131,20211124,1048,40,104814,5,M7ODY,211
132,20211124,1048,40,104811,5,M7XLX,214
133,20211124,1048,40,104811,5,G4DFQ,183
134,20211124,1048,40,104800,5,PA3WLE,429
135,20211124,1048,40,104800,5,ON4RST,551
136,20211124,1048,40,104816,5,G0ISW,140
137,20211124,1048,40,104815,5,F4BKT,604
138,20211124,1048,40,104815,5,G4BRK,255
139,20211124,1048,40,104815,5,DL8YBL,603
140,20211124,1048,40,104814,5,DJ0OP,768
141,20211124,1048,40,104814,5,G1FJD,147
142,20211124,1048,40,104814,5,F8BBL,1012
143,20211124,1048,40,104812,5,DL5QL,590
144,20211124,1048,40,104812,5,M0MPQ,174
145,20211124,1048,40,104812,5,M0NPT,106
146,20211124,1048,40,104812,5,MM0NNA,304
147,20211124,1048,40,104812,5,DG4BAD,587
148,20211124,1048,40,104812,5,DL7DJ,666
149,20211124,1048,40,104812,5,M6DDF,302
150,20211124,1048,40,104812,5,OZ7VK,712
151,20211124,1048,40,104812,5,SA7LHJ,981
152,20211124,1048,40,104812,5,2E0HIW,271
153,20211124,1048,40,104812,5,MI0LPO,362
154,20211124,1048,40,104812,5,G3RIK,80
155,20211124,1048,40,104812,5,M0TAZ,276
156,20211124,1048,40,104812,5,M7CCZ,246
157,20211124,1048,40,104812,5,OZ8QI,853
158,20211124,1048,40,104812,5,LA3WJA,1008
159,20211124,1048,40,104812,5,ON4PB,583
160,20211124,1048,40,104812,5,G8DJF,260
161,20211124,1048,40,104812,5,ON6SAT,558
162,20211124,1048,40,104812,5,DG8WA,727
163,20211124,1048,40,104812,5,G1OJS,343
164,20211124,1048,40,104812,5,ON2BCB,471
165,20211124,1048,40,104812,5,LX1GG,692
166,20211124,1048,40,104812,5,DC5ES,589
167,20211124,1048,40,104812,5,G0ANH,66
168,20211124,1048,40,104812,5,PA3BMB,464
169,20211124,1048,40,104812,5,ON4JPV,532
170,20211124,1048,40,104812,5,M7XVK,188
171,20211124,1048,40,104811,5,PD5DRE,517
172,20211124,1048,40,104811,5,PD1AIQ,460
173,20211124,1048,40,104811,5,M3JIE,92
174,20211124,1048,40,104811,5,PC0NUL,454
175,20211124,1048,40,104811,5,GM0AXY,262
176,20211124,1048,40,104800,5,ON3URE,487
177,20210715,1709,40,170912,5,F6DJL,890
178,20220204,1135,40,113515,10,F1EYG,616
179,20220204,1135,40,113514,10,2E0EJA,261
180,20220204,1135,40,113515,10,ON75RCN,460
181,20220204,1135,40,113515,10,F5CWU,720
182,20220204,1135,40,113514,10,LA2XPA,1164
183,20220204,1135,40,113513,10,ON75CRD,499
184,20220204,1135,40,113512,10,G4XLO,420
185,20220204,1135,40,113500,10,SA7LIL,906
186,20220204,1135,40,113515,10,M0HOM,46
187,20220204,1135,40,113515,10,SM6FMB,897
188,20220204,1135,40,113515,10,G0KTN,300
189,20220204,1135,40,113514,10,PE1MNW,559
190,20220204,1135,40,113514,10,LX1HD,675
191,20220204,1135,40,113512,10,DK2AM,600
192,20220204,1135,40,113512,10,MC5WRG,232
193,20220204,1135,40,113512,10,LA6RJA,690
194,20220204,1135,40,113512,10,PD0JOY,428
195,20220204,1135,40,113512,10,G4SGD,132
196,20220204,1135,40,113512,10,PD7BDN,408
197,20220204,1135,40,113512,10,DL2OHL,662
198,20220204,1135,40,113512,10,HB9CQK,1023
199,20220204,1135,40,113512,10,M7CWF,48
200,20220508,0856,40,085600,9,PA3WLE,402
201,20220508,0856,40,085615,9,DD9LH,663
202,20220508,0856,40,085615,9,F1EYG,616
203,20220508,0856,40,085614,9,OZ1LHK,641
204,20220508,0856,40,085614,9,DF6DBF,645
205,20220508,0856,40,085614,9,PD2B,542
206,20220508,0856,40,085614,9,DF1VB,641
207,20220508,0856,40,085614,9,PD9T,411
208,20220508,0856,40,085612,9,DF4XX,739
209,20220508,0856,40,085612,9,OZ1DJJ,751
210,20220508,0856,40,085612,9,DC4FS,581
211,20220508,0856,40,085611,9,PC0NUL,454
212,20220508,0856,40,085611,9,G6FOV,433
213,20220508,0856,40,085611,9,HB9CQK,1023
214,20220508,0856,40,085600,9,PA3JH,515
215,20220929,1833,40,183315,6,G0OFE,362
216,20220929,1833,40,183315,6,PD2V,507
217,20220929,1833,40,183315,6,MM3NDH,272
218,20220929,1833,40,183314,6,2M0JAT,450
219,20220929,1833,40,183316,6,PC1JB,492
220,20220929,1833,40,183315,6,PD7RON,475
221,20220929,1833,40,183313,6,PA2RO,455
222,20220929,1833,40,183313,6,PH1M,421
223,20220929,1833,40,183312,6,PD0SOT,470
224,20210914,1755,20,175514,8,RU3FA,2459
225,20210914,1755,20,175514,8,SP1QXK,1013
226,20211106,1323,40,132317,6,PA2RU,543
227,20211106,1323,40,132319,6,PA3HAD,427
228,20211106,1323,40,132317,6,PA1HEM,463
229,20211106,1323,40,132315,6,G4BRK,255
230,20211106,1323,40,132314,6,G0OFE,361
231,20211106,1323,40,132316,6,PA0RBL,496
232,20211106,1323,40,132316,6,ON5LCN/P,383
233,20211106,1323,40,132314,6,G0DYW,228
234,20211106,1323,40,132314,6,2E0EJA,261
235,20211106,1323,40,132314,6,DL6WO,666
236,20211106,1323,40,132312,6,G8DJF,260
237,20211106,1323,40,132312,6,F4HTA,488
238,20211106,1323,40,132312,6,PD1BHZ,479
239,20211106,1323,40,132312,6,MM1BXF,300
240,20211106,1323,40,132312,6,G4MSA,348
241,20211106,1323,40,132312,6,PE1KWE,408
242,20211106,1323,40,132312,6,PD1GJB,403
243,20211106,1323,40,132311,6,GM6BRU,254
244,20211106,1323,40,132311,6,G0UBX,186
245,20230118,1127,20,112714,8,F4AGQ,652
246,20230118,1127,20,112715,8,OK1BR,1088
247,20230118,1127,20,112715,8,DD9LH,665
248,20230118,1127,20,112714,8,F1NQP,556
249,20230118,1127,20,112714,8,F1TZE,541
250,20230118,1127,20,112714,8,DH7DHB,618
251,20230118,1127,20,112700,8,F4KJI,855
252,20230118,1127,20,112719,8,HB9CQK,1026
253,20230118,1127,20,112714,8,LB9KI,930
254,20230118,1127,20,112714,8,OG2A,1641
255,20230118,1127,20,112714,8,IK5FKF,1383
256,20230118,1127,20,112713,8,DC5TT,851
257,20230118,1127,20,112712,8,ON7CP,454
258,20230118,1127,20,112712,8,DL2BO,563
259,20230118,1127,20,112712,8,IZ2FTR,1233
260,20230118,1127,20,112712,8,F1ABL,1172
261,20230118,1127,20,112712,8,SA0CAN,1314
262,20230118,1127,20,112712,8,OZ1JB,842
263,20230118,1127,20,112712,8,OE9WPV,1072
264,20230118,1127,20,112712,8,SA7ORA,952
265,20230118,1127,20,112712,8,DL7DJ,669
266,20230118,1127,20,112712,8,F4JGI,1031
267,20230118,1127,20,112711,8,F4HVS,516
268,20230118,1127,20,112700,8,DL0PF,1170
269,20230118,1127,20,112700,8,DJ9BS,741
270,20210803,1037,20,103715,5,DL1MF,733
271,20210803,1037,20,103714,5,OH3MA,1709
272,20210803,1037,20,103714,5,EA1A,1191
273,20210803,1037,20,103714,5,EA1DGT,1251
274,20210803,1037,20,103714,5,DL1HDL,769
275,20210803,1037,20,103714,5,DF2LV,684
276,20210803,1037,20,103714,5,EA1AHY,1197
277,20210803,1037,20,103714,5,EA4CY,1524
278,20210803,1037,20,103712,5,HB9HBY,983
279,20210803,1037,20,103712,5,OE21FTDMC,1441
280,20210803,1037,20,103712,5,OZ1JDA,755
281,20210803,1037,20,103712,5,OH8AV,1922
282,20210803,1037,20,103712,5,ON4PB,583
283,20210803,1037,20,103712,5,DL4LT,790
284,20210803,1037,20,103712,5,ON5PO,583
285,20210803,1037,20,103712,5,OZ2LC,753
286,20210803,1037,20,103712,5,DL3GCB,717
287,20210803,1037,20,103712,5,OZ4AED,880
288,20210803,1037,20,103712,5,5Q1K,746
289,20210803,1037,20,103712,5,DC2GD,856
290,20210803,1037,20,103712,5,DH4DX,610
291,20210803,1037,20,103712,5,DL1AXB,878
292,20210803,1037,20,103712,5,DL5CV,784
293,20210803,1037,20,103712,5,DJ1AA,772
294,20210803,1037,20,103712,5,F4VOB,1196
295,20210803,1037,20,103712,5,SM2SUM,1624
296,20210803,1037,20,103700,5,HB9TMC,1098
297,20210803,1037,20,103700,5,SM2GHI,1909
298,20210428,1059,40,110611,5,F2YT,465
299,20210428,1059,40,110611,5,EI5IIB,563
300,20210428,1059,40,110612,5,LA9DSA,1193
301,20210428,1059,40,110612,5,ON4PB,583
302,20210428,1059,40,110614,5,SP9KR,1465
303,20210428,1059,40,110615,5,DG9BJA,628
304,20210726,1416,20,141615,9,SA2RAF,1877
305,20210726,1416,20,141615,9,RX3DTN,2461
306,20210726,1416,20,141615,9,F1EYG,616
307,20210726,1416,20,141612,9,OE3WWE,1326
308,20210726,1416,20,141614,9,HB9HIT,983
309,20210726,1416,20,141612,9,SM0EUI,1338
310,20210726,1416,20,141612,9,R2ARR,2471
311,20210726,1416,20,141612,9,F4FRC,1006
312,20210726,1416,20,141600,9,HB9TMC,1098
313,20220120,1229,20,122912,9,S53CO,1397
314,20220120,1229,20,122912,9,OH2XO,1703
315,20211117,1155,40,115515,8,DL3EL,783
316,20211117,1155,40,115515,8,PE1MNW,559
317,20211117,1155,40,115515,8,MM3NDH,264
318,20211117,1155,40,115515,8,OZ1MAX,818
319,20211117,1155,40,115515,8,G0KTN,300
320,20211117,1155,40,115515,8,DD9LH,663
321,20211117,1155,40,115515,8,F1EYG,616
322,20211117,1155,40,115515,8,IK1YPH,1254
323,20211117,1155,40,115515,8,SP3UR,1310
324,20211117,1155,40,115515,8,G4BRK,255
325,20211117,1155,40,115515,8,G0FVH,363
326,20211117,1155,40,115515,8,DL2HYM,914
327,20211117,1155,40,115514,8,DJ0OP,768
328,20211117,1155,40,115514,8,M1EPZ,247
329,20211117,1155,40,115514,8,PD1C,494
330,20211117,1155,40,115514,8,ON4CDR,507
331,20211117,1155,40,115514,8,M7ODY,211
332,20211117,1155,40,115514,8,M1CYR,151
333,20211117,1155,40,115514,8,PD7RF,428
334,20211117,1155,40,115514,8,2E0EJA,261
335,20211117,1155,40,115514,8,G0OFE,361
336,20211117,1155,40,115512,8,M1BZN,222
337,20211117,1155,40,115512,8,G4HPW,184
338,20211117,1155,40,115512,8,LA6RJA,690
339,20211117,1155,40,115512,8,SP7QJF,1626
340,20211117,1155,40,115512,8,ON9VLW,527
341,20211117,1155,40,115512,8,DF6DBF,645
342,20211117,1155,40,115512,8,PD0ME,533
343,20211117,1155,40,115512,8,DK2ZO,885
344,20211117,1155,40,115512,8,G0VSK,147
345,20211117,1155,40,115512,8,G8GGI,288
346,20211117,1155,40,115512,8,G4MSA,348
347,20211117,1155,40,115512,8,SA7LHJ,981
348,20211117,1155,40,115512,8,SM7EGM,955
349,20211117,1155,40,115512,8,OZ1RD,854
350,20211117,1155,40,115512,8,G6NWF,295
351,20211117,1155,40,115512,8,G1LYX,228
352,20211117,1155,40,115512,8,M0LCS,265
353,20211117,1155,40,115512,8,G8DJF,260
354,20211117,1155,40,115512,8,MM0NNA,304
355,20211117,1155,40,115512,8,2E0VTN,39
356,20211117,1155,40,115512,8,M7SYR,302
357,20211117,1155,40,115512,8,PC1JB,489
358,20211117,1155,40,115512,8,G0TKZ,313
359,20211117,1155,40,115511,8,G0DYW,228
360,20211117,1155,40,115511,8,M0MPQ,174
361,20211117,1155,40,115511,8,GI0VGV,341
362,20211117,1155,40,115511,8,PD5DRE,517
363,20211117,1155,40,115500,8,HB9TMC,1098
364,20211117,1155,40,115500,8,ON3URE,487
365,20211117,1155,40,115500,8,SA7LIL,906
366,20230707,1240,40,124014,7,GB3RS,221
367,20230707,1240,40,124011,7,G4NVB,217
368,20230707,1240,40,124011,7,M0RTP,281
369,20230707,1240,40,124012,7,G0OFD,158
370,20230707,1240,40,124011,7,G0OXO,71
371,20230707,1240,40,124011,7,F4HPX,602
372,20230707,1240,40,124011,7,GW0WEJ,277
373,20230707,1240,40,124000,7,ON3URE,490
374,20230707,1240,40,124000,7,MM3NDH,272
375,20210422,1032,40,103215,5,F1EYG,616
376,20210422,1032,40,103215,5,DJ9PC,972
377,20210422,1032,40,103215,5,DG9BJA,628
378,20210422,1032,40,103215,5,OE9GHV,1053
379,20210422,1032,40,103215,5,DO2PHS,733
380,20210422,1032,40,103214,5,F1NQP,553
381,20210422,1032,40,103214,5,47AT215,685
382,20210422,1032,40,103212,5,ON4PB,583
383,20210422,1032,40,103212,5,LA6RJA,688
384,20210422,1032,40,103211,5,DJ0OP,768
385,20210422,1032,40,103211,5,DH1KLF,634
386,20210422,1032,40,103211,5,EI5IIB,563
387,20210422,1032,40,103211,5,F4DLO/1,631
388,20210422,1032,40,103211,5,F4CTJ,497
389,20210422,1032,40,103211,5,F8MRQ,718
390,20210422,1032,40,103211,5,DL7DJ,666
391,20210622,2256,40,225615,6,DJ9PC,972
392,20210622,2256,40,225600,6,SA7LIL,906
393,20210622,2256,40,225617,6,OH3WAW,1671
394,20210622,2256,40,225600,6,CT7ANO,1791
395,20210622,2256,40,225615,6,DL6KVB,855
396,20210622,2256,40,225612,6,F5RRS,1022
397,20210622,2256,40,225612,6,SP5AIK,1479
398,20210622,2256,40,225612,6,LY1O,1688
399,20210622,2256,40,225612,6,DL5MAM,1101
400,20210622,2256,40,225612,6,HB9HFM,980
401,20210831,1520,40,152012,7,DL9MS,844
402,20210831,1520,40,152012,7,DK5FN,765
403,20210831,1520,40,152011,7,2E0HJW,5
404,20210830,1328,40,132816,8,PA7R,511
405,20210830,1328,40,132815,8,G0WZM,291
406,20210830,1328,40,132815,8,2E0GHE,291
407,20210830,1328,40,132815,8,DJ9PC,972
408,20210830,1328,40,132815,8,F1EYG,616
409,20210830,1328,40,132814,8,DL5AWR,922
410,20210830,1328,40,132814,8,F1BLQ,1020
411,20210830,1328,40,132814,8,GS8VL,547
412,20210830,1328,40,132814,8,LB8OH,835
413,20210830,1328,40,132814,8,PD4PM,469
414,20210830,1328,40,132812,8,DJ3LE,695
415,20210830,1328,40,132812,8,DL2KDF,605
416,20210830,1328,40,132812,8,G1ZZC,350
417,20210830,1328,40,132812,8,M6DRS,286
418,20210830,1328,40,132812,8,G7VGY/P,361
419,20210830,1328,40,132812,8,DK4VF,703
420,20210830,1328,40,132812,8,G8GGI,288
421,20210830,1328,40,132812,8,DK5LQ,715
422,20230703,0959,20,095915,6,OH6BG,1634
423,20230703,0959,20,095913,6,OH3EX,1710
424,20230703,0959,20,095900,6,CT7ANO,1792
425,20230703,0959,20,095913,6,OH3BY,1765
426,20230703,0959,20,095917,6,OH2BMB,1734
427,20230703,0959,20,095912,6,SP7WK,1492
428,20230703,0959,20,095912,6,LA4RHA,1237
429,20230703,0959,20,095911,6,9A5TDL,1490
430,20230703,0959,20,095911,6,HA5NX,1555
431,20230703,0959,20,095900,6,HB9TMC,1101
432,20220204,1140,20,114015,10,SM4LMV,1146
433,20220204,1140,20,114015,10,EA1BPA,1197
434,20220204,1140,20,114015,10,OL7M,1244
435,20220204,1140,20,114014,10,DC5IMM,1046
436,20220204,1140,20,114014,10,SA0LAX,1303
437,20220204,1140,20,114014,10,HA7EG,1537
438,20220204,1140,20,114015,10,EA1BPA,1197
439,20220204,1140,20,114014,10,DC5IMM,1046
440,20220204,1140,20,114014,10,SA0LAX,1303
441,20220204,1140,20,114000,10,HB9TMC,1098
442,20220204,1140,20,114000,10,OK1008SWL,1219
443,20220204,1140,20,114015,10,SM4LMV,1146
444,20220204,1140,20,114012,10,OH6GKW,1753
445,20220204,1140,20,114012,10,S51UN,1452
446,20220204,1140,20,114012,10,SP3DOF,1085
447,20220204,1140,20,114012,10,SQ7EHO,1450
448,20220204,1140,20,114000,10,OE5EAN,1226
449,20230518,1323,40,132314,8,GB3RS,221
450,20230518,1323,40,132314,8,F1NQP,556
451,20230518,1323,40,132315,8,G0KTN,302
452,20230518,1323,40,132300,8,G4IRN,195
453,20230518,1323,40,132300,8,MM3NDH,272
454,20230518,1323,40,132311,8,G4CTP,300
455,20210428,1835,40,183516,6,DPH207,735
456,20210428,1835,40,183512,6,F8MRQ,718
457,20210428,1835,40,183516,6,EA1GAR,1436
458,20210428,1835,40,183515,6,F1NQP,553
459,20210428,1835,40,183514,6,DC6MT,894
460,20210428,1835,40,183514,6,DJ0WJ,818
461,20210428,1835,40,183529,6,DL3BCB,720
462,20210428,1835,40,183515,6,DL3IAE,826
463,20210428,1835,40,183514,6,EA1IOK,1351
464,20221028,1651,40,165115,6,G0OFE,362
465,20221028,1651,40,165115,6,PD2HAB,428
466,20221028,1651,40,165115,6,G0KTN,302
467,20221028,1651,40,165128,6,PH1M,421
468,20221028,1651,40,165116,6,DG1PM,823
469,20221028,1651,40,165116,6,F6ALX,648
470,20221028,1651,40,165115,6,2E0GHE,305
471,20221028,1651,40,165115,6,G3ZQC,184
472,20221028,1651,40,165114,6,2E0VDS,179
473,20221028,1651,40,165114,6,DL7DJ,669
474,20221028,1651,40,165113,6,PD1BER,507
475,20221028,1651,40,165112,6,G6NWF,296
476,20221028,1651,40,165112,6,DG3NAB,799
477,20221028,1651,40,165112,6,OZ5AGJ,703
478,20221028,1651,40,165112,6,F5PHW,703
479,20221028,1651,40,165112,6,M6ENS,74
480,20221028,1651,40,165100,6,MM3NDH,272
481,20221028,1651,40,165100,6,HB9TMC,1101
482,20210426,1216,40,121615,6,F1EYG,616
483,20210426,1216,40,121611,6,EI5IIB,563
484,20210426,1216,40,121612,6,F5SBM,541
485,20210426,1216,40,121612,6,DL7DJ,666
486,20231126,1352,20,135216,9,HB9FLL,998
487,20231126,1352,20,135214,9,DF2LV,686
488,20231126,1352,20,135214,9,DC5TT,851
489,20231126,1352,20,135214,9,RC2GB,2667
490,20231126,1352,20,135212,9,SA6TUT,917
491,20231126,1352,20,135200,9,HB9TMC,1101
492,20231126,1352,20,135200,9,F8CND/SDR,839
493,20231126,1352,20,135200,9,DL2COM,918
494,20231126,1352,20,135213,9,DL2ARH,939
495,20231126,1352,20,135212,9,LA4MIA,953
496,20231126,1352,20,135212,9,SA7ORA,952
497,20220111,1946,40,194612,6,US2YW,1973
498,20210503,1128,40,112815,10,F1EYG,616
499,20210503,1128,40,112814,10,F5PBG,662
500,20210503,1128,40,112814,10,DL7UDK,892
501,20210503,1128,40,112812,10,EI2KU,487
502,20210503,1128,40,112812,10,DK5UR,776
503,20210503,1128,40,112811,10,EI8GS,537
504,20210503,1128,40,112415,10,OL7M,1244
505,20210503,1128,40,112814,10,F5PIO,589
506,20210503,1128,40,112812,10,DL0HAM,987
507,20230517,1134,20,113415,6,EA4HQV,1522
508,20230517,1134,20,113414,6,S52D,1410
509,20230517,1134,20,113414,6,SP5PDA,1439
510,20230517,1134,20,113414,6,9A3AG,1520
511,20230517,1134,20,113414,6,LB8PI,1262
512,20230517,1134,20,113414,6,SP9AJD,1411
513,20230517,1134,20,113414,6,IK0LYL,1733
514,20230517,1134,20,113414,6,RL3AM,2420
515,20230517,1134,20,113414,6,HA1DJF,1532
516,20230517,1134,20,113401,6,SWLSPSEKE,1645
517,20230517,1134,20,113400,6,OH2BUA,1786
518,20230517,1134,20,113400,6,HB9TMC,1101
519,20230517,1134,20,113414,6,SE2D,1631
520,20230517,1134,20,113412,6,OH1TX,1544
521,20230517,1134,20,113412,6,OK2UQF,1326
522,20230517,1134,20,113412,6,LB3IJ,1945
523,20230517,1134,20,113412,6,OH2XO,1704
524,20230517,1134,20,113412,6,OE4BHF,1431
525,20230517,1134,20,113412,6,LA6ELA,1009
526,20230517,1134,20,113412,6,OH1FA,1623
527,20230517,1134,20,113412,6,SA6BZZ,1042
528,20230517,1134,20,113411,6,OK2VCR,1373
529,20211117,1205,20,120517,8,F4GYA,1181
530,20211117,1205,20,120516,8,EA1FK,1397
531,20211117,1205,20,120516,8,SM0NKZ/4,1354
532,20211117,1205,20,120515,8,SP1QXK,1013
533,20211117,1205,20,120515,8,OK4FD,1144
534,20211117,1205,20,120515,8,OE9GHV,1053
535,20211117,1205,20,120514,8,HB9CQK,1023
536,20211117,1205,20,120514,8,LA8YJA,1206
537,20211117,1205,20,120514,8,F4EGG/QRP,1142
538,20211117,1205,20,120514,8,OK1XLE,1112
539,20211117,1205,20,120512,8,SP2MKT,1254
540,20211117,1205,20,120512,8,SA0POW,1302
541,20211117,1205,20,120512,8,DK1NAL,1062
542,20211117,1205,20,120512,8,IV3XNF,1327
543,20211117,1205,20,120512,8,SP7QJF,1626
544,20211117,1205,20,120512,8,OH2ZZ,1690
545,20211117,1205,20,120512,8,DL4MFA,1056
546,20211117,1205,20,120500,8,HB9TMC,1098
547,20211117,1205,20,120500,8,DL0PF,1167
548,20220615,1034,20,103415,5,DF2LV,684
549,20220615,1034,20,103414,5,DF7EF,704
550,20220615,1034,20,103400,5,OK1008SWL,1219
551,20220615,1034,20,103414,5,IZ3KVD,1318
552,20220615,1034,20,103413,5,DL3HBF,747
553,20220615,1034,20,103412,5,SP2TOL,1255
554,20220615,1034,20,103412,5,OK1BIL,1116
555,20220615,1034,20,103412,5,IR1WRTC,1092
556,20220615,1034,20,103400,5,DL0PF,1167
557,20211207,1626,20,162616,5,EA1EI,1393
558,20211207,1626,20,162615,5,OZ3TT,875
559,20211207,1626,20,162612,5,EA4GOY,1583
560,20211207,1626,20,162600,5,HB9TMC,1098
