,Date,Transmission_Time,band,utc,power,Recieving_Station,Distance
1597,20230421,1553,40,155311,9,M0WTN,150
1598,20230421,1553,40,155311,9,M3YEU,211
1599,20230421,1553,40,155311,9,G0AKH,449
1600,20230421,1553,40,155300,9,G4IRN,195
1601,20230421,1553,40,155300,9,MM3NDH,272
1602,20211108,1456,40,145523,9,PA1HEM,463
1603,20211108,1456,40,145516,9,2E0EJA,261
1604,20211108,1456,40,145515,9,PH0HAN,437
1605,20211108,1456,40,145513,9,ON4PB,583
1606,20211108,1456,40,145512,9,EA1UR,1305
1607,20211108,1456,40,145512,9,DL7DJ,666
1608,20211108,1456,40,145512,9,PA0LDE,415
1609,20210430,1134,40,113412,9,DL7UB,631
1610,20210430,1134,40,113411,9,PD4R,524
1611,20210430,1134,40,113414,9,DK5UR,776
1612,20210430,1134,40,113414,9,PA3CX,398
1613,20210430,1134,40,113411,9,EI5IIB,563
1614,20210430,1134,40,113411,9,DK4RH,633
1615,20210503,1124,20,112415,10,IZ8EDI,1937
1616,20210503,1124,20,112414,10,OK1CT,1095
1617,20210503,1124,20,112416,10,DL2HYM,914
1618,20210503,1124,20,112415,10,SP5UAF,1495
1619,20210503,1124,20,112414,10,OH3LUK,1772
1620,20210503,1124,20,112412,10,HB9HFM,980
1621,20210503,1124,20,112412,10,8S9J,1227
1622,20210503,1124,20,112412,10,LA8IM,922
1623,20210503,1124,20,112412,10,F6CCS,885
1624,20210503,1124,20,112412,10,EA5ET,1598
1625,20210503,1124,20,112400,10,HB9TMC,1098
1626,20210503,1124,20,112400,10,OH2BUA,1845
1627,20220713,1026,40,102615,8,ON8SGA,561
1628,20220713,1026,40,102615,8,PA3ABK,452
1629,20220713,1026,40,102615,8,OE9GHV,1053
1630,20220713,1026,40,102615,8,F4KMN,668
1631,20220713,1026,40,102614,8,GB3RS,218
1632,20220713,1026,40,102611,8,DH5HS,601
1633,20220713,1026,40,102614,8,PC2JPF,425
1634,20220713,1026,40,102612,8,ON4PB,583
1635,20220713,1026,40,102611,8,HB9CQK,1023
1636,20220713,1026,40,102614,8,EI5HV,531
1637,20220713,1026,40,102612,8,ON5HE,587
1638,20220713,1026,40,102612,8,OZ4PC,852
1639,20220713,1026,40,102611,8,ON8EC,504
1640,20220713,1026,40,102611,8,M0RTP,278
1641,20211013,2010,40,201015,7,DL0PF-PAVEL,1169
1642,20211013,2010,40,201029,7,HB9EZF,967
1643,20211013,2010,40,201020,7,PA3HAD,427
1644,20211013,2010,40,201016,7,CT1EDG,1805
1645,20211013,2010,40,201015,7,ON4IA,548
1646,20211013,2010,40,201015,7,OH3EPZ,1761
1647,20211013,2010,40,201015,7,HB9CQK,1023
1648,20211013,2010,40,201014,7,LX1HD,675
1649,20211013,2010,40,201014,7,DJ0OP,768
1650,20211013,2010,40,201013,7,PA0KGB,420
1651,20211013,2010,40,201012,7,SP7QJF,1626
1652,20211013,2010,40,201000,7,SM2GHI,1909
1653,20211013,2010,40,201000,7,DL0PF-CWSL,1169
1654,20211013,2010,40,201000,7,DL0PF,1167
1655,20211013,2010,40,201000,7,PA3JH,515
1656,20210421,1357,40,135715,5,M0IOH,228
1657,20210421,1357,40,135715,5,M0TAZ,276
1658,20210421,1357,40,135715,5,G0KTN,300
1659,20210421,1357,40,135715,5,G4DDP,284
1660,20210421,1357,40,135714,5,MJ0LEL,528
1661,20210421,1357,40,135714,5,G4DBW,321
1662,20210421,1357,40,135714,5,F1NQP,553
1663,20210421,1357,40,135723,5,HB9CQK,1023
1664,20210421,1357,40,135715,5,F1EYG,616
1665,20210421,1357,40,135712,5,M0BOB,274
1666,20210421,1357,40,135712,5,M0KKM,175
1667,20210421,1357,40,135712,5,OZ7LC,775
1668,20210421,1357,40,135711,5,G4MSA,348
1669,20210421,1357,40,135700,5,M0AQY,322
1670,20220111,1942,20,194215,6,OZ3TT,875
1671,20220426,1002,40,100215,9,F1EYG,616
1672,20220426,1002,40,100215,9,G0OFE,361
1673,20220426,1002,40,100214,9,PA3FPQ,506
1674,20220426,1002,40,100214,9,PE2JMR,508
1675,20220426,1002,40,100200,9,PE0F,504
1676,20220426,1002,40,100214,9,G0LJU,230
1677,20220426,1002,40,100214,9,DL1UDO,605
1678,20220426,1002,40,100200,9,PA3WLE,402
1679,20220426,1002,40,100200,9,2E0ZPM,190
1680,20220426,1002,40,100214,9,PA3FQQ,415
1681,20220426,1002,40,100214,9,2E0EJA,261
1682,20220426,1002,40,100212,9,DL4LT,790
1683,20220426,1002,40,100212,9,PC2JPF,425
1684,20220426,1002,40,100212,9,M7ICL,155
1685,20220426,1002,40,100212,9,G6UED,165
1686,20220426,1002,40,100212,9,M0BPQ,263
1687,20220426,1002,40,100211,9,F5PIO,589
1688,20220426,1002,40,100211,9,HB9CQK,1023
1689,20220426,1002,40,100211,9,MM7JYS,292
1690,20220525,0945,20,094516,6,RL3AM,2418
1691,20220525,0945,20,094515,6,IU2CAT,1192
1692,20220525,0945,20,094515,6,OL7M,1244
1693,20220525,0945,20,094514,6,LA8YJA,1206
1694,20220525,0945,20,094514,6,SP6AZM,1259
1695,20220525,0945,20,094514,6,IN3MBS,1254
1696,20220525,0945,20,094514,6,HA5BGG,1585
1697,20220525,0945,20,094513,6,OH3OJ,1707
1698,20220525,0945,20,094500,6,SR4DON,1404
1699,20220525,0945,20,094516,6,EC3A,1456
1700,20220525,0945,20,094515,6,HA7TM,1572
1701,20220525,0945,20,094512,6,NM4J,5854
1702,20220525,0945,20,094512,6,OH2MWH,1721
1703,20220525,0945,20,094512,6,OH3NK,1711
1704,20220525,0945,20,094512,6,DJ8RS,845
1705,20220525,0945,20,094512,6,OE8LSR,1346
1706,20220525,0945,20,094511,6,OH3TW,1671
1707,20220525,0945,20,094511,6,IZ2FTR,1230
1708,20220525,0945,20,094500,6,WZ7I,5521
1709,20220525,0945,20,094500,6,OE3XOE,1381
1710,20220525,0945,20,094500,6,HB9TMC,1098
1711,20210912,2041,40,204116,10,SM6NCS,1018
1712,20210912,2041,40,204114,10,EA2XR,1186
1713,20220531,1026,20,102600,10,DL0PF,1167
1714,20220531,1026,20,102600,10,SM2GHI,1909
1715,20220531,1026,20,102616,10,DL3OI,1103
1716,20220531,1026,20,102600,10,HB9TMC,1098
1717,20230703,1835,40,183514,9,M1EAK,280
1718,20230703,1835,40,183514,9,G7JUR,302
1719,20230703,1835,40,183513,9,LB9ZG,857
1720,20230703,1835,40,183513,9,G0OFD,158
1721,20230703,1835,40,183512,9,PA0KGB,423
1722,20230703,1835,40,183512,9,GW0WEJ,277
1723,20230703,1835,40,183512,9,F4FVW,599
1724,20230703,1835,40,183512,9,M0RTP,281
1725,20230703,1835,40,183512,9,G0ALI,311
1726,20230703,1835,40,183512,9,2E0KJD,21
1727,20230703,1835,40,183512,9,M7LCS,284
1728,20230703,1835,40,183512,9,PC9X,442
1729,20230703,1835,40,183500,9,MM3NDH,272
1730,20230203,1133,20,113315,6,F4KMN,670
1731,20230203,1133,20,113314,6,DM1MT,797
1732,20230203,1133,20,113314,6,ES6DO,1723
1733,20230203,1133,20,113314,6,LA4RHA,1237
1734,20230203,1133,20,113314,6,OH2XO,1704
1735,20230203,1133,20,113312,6,OH1FA,1623
1736,20230203,1133,20,113300,6,EA8BFK,3004
1737,20230203,1133,20,113300,6,OE5EAN,1230
1738,20210528,0718,40,071819,7,HB9CQK,1023
1739,20210528,0718,40,071815,7,DG9BJA,628
1740,20210528,0718,40,071815,7,DM6EE,811
1741,20210528,0718,40,071815,7,F1EYG,616
1742,20210528,0718,40,071815,7,DK1UJ,625
1743,20210528,0718,40,071814,7,47AT215,685
1744,20210528,0718,40,071814,7,DM1MT,794
1745,20210528,0718,40,071814,7,R6A12,396
1746,20210528,0718,40,071814,7,F8FKI,741
1747,20210528,0718,40,071814,7,F1NQP,553
1748,20210528,0718,40,071814,7,DK1BN,698
1749,20210528,0718,40,071814,7,F4BAL,457
1750,20210528,0718,40,071814,7,PA9C,448
1751,20210528,0718,40,071812,7,F1FJR,851
1752,20210528,0718,40,071812,7,DH0KAI,594
1753,20210528,0718,40,071812,7,OZ0F,702
1754,20210528,0718,40,071812,7,ON4PB,583
1755,20210528,0718,40,071812,7,DJ0OP,768
1756,20210528,0718,40,071812,7,SP7QJF,1626
1757,20210528,0718,40,071812,7,DK1KIK,631
1758,20210528,0718,40,071812,7,DL8KAV,646
1759,20210528,0718,40,071812,7,ON7DE,488
1760,20210528,0718,40,071811,7,F5GSJ,630
1761,20210528,0718,40,071811,7,DG1KDD,620
1762,20210528,0718,40,071800,7,PD0HVL,515
1763,20210528,0718,40,071800,7,ON3URE,487
1764,20211017,0920,20,092016,9,S57CT,1409
1765,20211017,0920,20,092015,9,R4LBP,3150
1766,20211017,0920,20,092015,9,SP2VTN,1268
1767,20211017,0920,20,092015,9,SM7XYQ,1103
1768,20211017,0920,20,092015,9,DL0PF-PAVEL,1169
1769,20211017,0920,20,092015,9,DL0PF-RP,1169
1770,20211017,0920,20,092015,9,IW1QN,1275
1771,20211017,0920,20,092012,9,SP6ZET,1255
1772,20211017,0920,20,092000,9,OK1008SWL,1219
1773,20211017,0920,20,092015,9,LB8UG,1152
1774,20211017,0920,20,092015,9,EA1UR,1305
1775,20211017,0920,20,092015,9,SM0LQB,1293
1776,20211017,0920,20,092014,9,OH4NDU,1673
1777,20211017,0920,20,092012,9,I2SVA,1155
1778,20211017,0920,20,092012,9,IZ2FTR,1230
1779,20211017,0920,20,092012,9,SM0IJS,1290
1780,20211017,0920,20,092012,9,S57DD,1408
1781,20211017,0920,20,092012,9,DL1BJC,1179
1782,20211017,0920,20,092012,9,S55DK,1474
1783,20211017,0920,20,092000,9,DL0PF-CWSL,1169
1784,20211017,0920,20,092000,9,DL0PF,1167
1785,20220721,1155,40,115515,6,F4KMN,668
1786,20220721,1155,40,115514,6,PE2JMR,508
1787,20220721,1155,40,115515,6,MM3NDH,275
1788,20220721,1155,40,115515,6,G0KTN,300
1789,20230122,1800,40,180014,7,F1DXP,905
1790,20230122,1800,40,180014,7,PD3JH,548
1791,20230122,1800,40,180013,7,DK1RWR,636
1792,20230122,1800,40,180012,7,DL7DJ,669
1793,20230122,1800,40,180012,7,PD5DRE,520
1794,20220804,1005,40,100515,10,OE9GHV,1053
1795,20220804,1005,40,100515,10,F4KMN,668
1796,20220804,1005,40,100514,10,LB6B,818
1797,20220804,1005,40,100514,10,OG2A,1640
1798,20220804,1005,40,100514,10,PD0JOY,428
1799,20220804,1005,40,100511,10,OZ1RH,831
1800,20220804,1005,40,100511,10,F4GRW,729
1801,20220804,1005,40,100500,10,HB9TMC,1098
1802,20240305,0929,20,092914,9,SP8WH,1616
1803,20240305,0929,20,092914,9,IW6CZF,1566
1804,20240305,0929,20,092914,9,N4HU,6581
1805,20240305,0929,20,092914,9,ES6DO,1723
1806,20240305,0929,20,092912,9,OH1LXF,1680
1807,20220115,1547,20,154715,7,OL7M,1244
1808,20220115,1547,20,154716,7,SQ6KXX,1283
1809,20220115,1547,20,154715,7,SP6IXO,1274
1810,20220115,1547,20,154714,7,OH6GAZ,1780
1811,20220115,1547,20,154714,7,SP3WYW,1236
1812,20220115,1547,20,154714,7,SQ2GXO,1260
1813,20220115,1547,20,154713,7,OE1SZW,1364
1814,20220115,1547,20,154712,7,SP6LTD,1254
1815,20220115,1547,20,154712,7,SP6AB,1199
1816,20220115,1547,20,154712,7,SP3DX,1208
1817,20230920,1624,40,162415,7,2M0HZD,438
1818,20230920,1624,40,162415,7,G0KTN,302
1819,20230920,1624,40,162413,7,ON3PAT,502
1820,20230920,1624,40,162413,7,MW0TTF,311
1821,20230920,1624,40,162412,7,G0ORY,150
1822,20230920,1624,40,162412,7,M0PKE,55
1823,20230920,1624,40,162412,7,2E0EWM,276
1824,20230920,1624,40,162412,7,M0MPQ,176
1825,20230920,1624,40,162412,7,GB1WHR,231
1826,20230920,1624,40,162400,7,MM3NDH,272
1827,20230920,1624,40,162400,7,2I0PXK,348
1828,20230917,1359,40,135915,5,G0KTN,302
1829,20230917,1359,40,135914,5,G0RQL,403
1830,20230917,1359,40,135914,5,DG4ST,833
1831,20230917,1359,40,135901,5,PI4CC,411
1832,20230917,1359,40,135915,5,G0FVH,364
1833,20230917,1359,40,135914,5,PD5DJ/P,432
1834,20230917,1359,40,135912,5,DM2BM,855
1835,20230917,1359,40,135912,5,M0SJW,290
1836,20230917,1359,40,135912,5,ON5RZ,471
1837,20230917,1359,40,135912,5,GM6NX/A,386
1838,20230917,1359,40,135911,5,OZ7LC,777
1839,20230917,1359,40,135911,5,M0SLY,60
1840,20230518,1317,20,131714,8,DB1SO,977
1841,20230518,1317,20,131714,8,LA1PHA,1565
1842,20230518,1317,20,131714,8,SP7CDG,1519
1843,20230518,1317,20,131714,8,SP5GSM,1474
1844,20230518,1317,20,131714,8,F1BLQ,1022
1845,20230518,1317,20,131715,8,IZ3ATV,1320
1846,20230518,1317,20,131714,8,LB8OH,834
1847,20230518,1317,20,131714,8,SQ5MJX,1469
1848,20230518,1317,20,131714,8,OH6GAZ,1781
1849,20230518,1317,20,131712,8,S56IPS,1488
1850,20230518,1317,20,131712,8,SE2D,1631
1851,20230518,1317,20,131712,8,YL2NX,1630
1852,20230518,1317,20,131700,8,HB9TMC,1101
1853,20211029,1607,20,150715,10,IV3DXW,1379
1854,20211029,1607,20,150715,10,DL0PF-PAVEL,1169
1855,20211029,1607,20,150715,10,DL0PF-RP,1169
1856,20211029,1607,20,150714,10,F1SZC,918
1857,20211029,1607,20,150714,10,OK2BRV,1228
1858,20211029,1607,20,150729,10,IX1EJZ,1089
1859,20211029,1607,20,150720,10,OE5GCC,1234
1860,20211029,1607,20,150716,10,SP9QRP,1591
1861,20211029,1607,20,150714,10,DK1RWS,1172
1862,20211029,1607,20,150714,10,OH6GAZ,1780
1863,20211029,1607,20,150712,10,SA7LHJ,981
1864,20211029,1607,20,150712,10,OH5KW,1808
1865,20211029,1607,20,150712,10,SP3Q,1237
1866,20211029,1607,20,150712,10,IV3SYL,1314
1867,20211029,1607,20,150712,10,SQ7BCZ,1520
1868,20230616,1322,40,132215,7,F4KMN,670
1869,20230616,1322,40,132215,7,G0KTN,302
1870,20230616,1322,40,132200,7,ON3URE,490
1871,20230522,1122,20,112215,6,DK8FT,1069
1872,20230522,1122,20,112215,6,OE9GHV,1056
1873,20230522,1122,20,112214,6,F5NBQ,938
1874,20230522,1122,20,112214,6,OH6GAZ,1781
1875,20230522,1122,20,112212,6,F8AJD,813
1876,20230522,1122,20,112212,6,HB9CVE,1035
1877,20230522,1122,20,112212,6,SP7QJF,1629
1878,20230522,1122,20,112212,6,HB9EFK,1011
1879,20230522,1122,20,112212,6,F4JGI,1031
1880,20230522,1122,20,112200,6,HB9TMC,1101
1881,20210805,1109,20,110918,5,NL13951,428
1882,20210805,1109,20,110915,5,PD3JH,540
1883,20210805,1109,20,110915,5,F4IYC,461
1884,20210805,1109,20,110915,5,DG9BJA,628
1885,20210805,1109,20,110915,5,DPH207,735
1886,20210805,1109,20,110914,5,PA3GAE,420
1887,20210805,1109,20,110914,5,F6CCS,885
1888,20210805,1109,20,110914,5,F3CJ,490
1889,20210805,1109,20,110914,5,PD4PM,469
1890,20210805,1109,20,110914,5,PD2V,504
1891,20210805,1109,20,110912,5,ON6IG,404
1892,20210805,1109,20,110912,5,ON2ACO,433
1893,20210805,1109,20,110912,5,DL1NEO,931
1894,20210805,1109,20,110912,5,PD0IFI,541
1895,20210805,1109,20,110912,5,OZ1JDA,755
1896,20210805,1109,20,110912,5,DF6DBF,645
1897,20210805,1109,20,110912,5,OZ1BLP,700
1898,20210805,1109,20,110912,5,SB6A,915
1899,20210805,1109,20,110912,5,DH4DX,610
1900,20210805,1109,20,110912,5,HB9HFM,980
1901,20210805,1109,20,110912,5,PD5RAY,513
1902,20210805,1109,20,110912,5,DG2YCB,674
1903,20210805,1109,20,110912,5,ONL12701,451
1904,20210805,1109,20,110912,5,PA3GCU,429
1905,20210805,1109,20,110912,5,PA5COR,454
1906,20210805,1109,20,110912,5,PE2A,459
1907,20210805,1109,20,110912,5,PD1JH,453
1908,20210805,1109,20,110912,5,PD1EN,516
1909,20210805,1109,20,110911,5,PD8L,511
1910,20210805,1109,20,110900,5,HB9TMC,1098
1911,20210805,1109,20,110900,5,ON3URE,487
1912,20210805,1109,20,110900,5,DC7JZB/SDR,974
1913,20210805,1109,20,110900,5,PA6HAP,579
1914,20230817,0818,40,081815,9,DD9LH,665
1915,20230817,0818,40,081814,9,G3PXT,214
1916,20230817,0818,40,081814,9,F1NQP,556
1917,20230817,0818,40,081814,9,DL0HU,670
1918,20230817,0818,40,081814,9,OG2A,1641
1919,20230817,0818,40,081800,9,F6KBF-SDR,600
1920,20230817,0818,40,081816,9,DF1WR,751
1921,20230817,0818,40,081814,9,M0LKJ,299
1922,20230817,0818,40,081814,9,ON5ACO,562
1923,20230817,0818,40,081814,9,PD0MNO,442
1924,20230817,0818,40,081813,9,G8BCG,456
1925,20230817,0818,40,081812,9,DL6REX,775
1926,20230817,0818,40,081811,9,DK1XAM,645
1927,20230817,0818,40,081811,9,PE2K,509
1928,20230817,0818,40,081811,9,DF1KG,596
1929,20230817,0818,40,081800,9,HB9TMC,1101
1930,20230817,0818,40,081800,9,MM3NDH,272
1931,20211202,1015,20,101515,10,OH6BG,1634
1932,20211202,1015,20,101514,10,F4GYA,1181
1933,20211202,1015,20,101527,10,I1FQH,1200
1934,20211202,1015,20,101517,10,OF5C,1803
1935,20211202,1015,20,101514,10,SQ9EZE,1589
1936,20211202,1015,20,101514,10,OH3BY,1712
1937,20211202,1015,20,101514,10,R1CAA,1998
1938,20211202,1015,20,101500,10,HB9TMC,1098
1939,20211202,1015,20,101500,10,OE5EAN,1226
1940,20210420,2035,20,203515,7,CT1BSD,1802
1941,20230616,2325,40,232521,8,DL2HYM,917
1942,20230616,2325,40,232516,8,OO0Q,448
1943,20230616,2325,40,232515,8,HB9FLL,998
1944,20230616,2325,40,232515,8,EA4GTY,1658
1945,20230616,2325,40,232515,8,PD5GE,543
1946,20230616,2325,40,232515,8,LA/SP9P,937
1947,20230616,2325,40,232514,8,DG1OAM,957
1948,20230616,2325,40,232514,8,DG4ST,833
1949,20230616,2325,40,232512,8,G4OST,283
1950,20230616,2325,40,232500,8,NL13999,506
1951,20230616,2325,40,232520,8,SQ6ELQ,1222
1952,20230616,2325,40,232516,8,HB9CQK,1026
1953,20230616,2325,40,232514,8,LA3RLA,1247
1954,20230616,2325,40,232513,8,OH2O,1671
1955,20230616,2325,40,232513,8,G0OFD,158
1956,20230616,2325,40,232512,8,LA2VLA,1535
1957,20230616,2325,40,232512,8,SM4NKZ,1162
1958,20230616,2325,40,232512,8,DL2VEL,939
1959,20230616,2325,40,232512,8,EA1IOK,1352
1960,20230616,2325,40,232512,8,DK7JL,1000
1961,20230616,2325,40,232512,8,DL9BK,751
1962,20230616,2325,40,232512,8,HB9HSN,1003
1963,20230616,2325,40,232500,8,OE3XOE,1384
1964,20230616,2325,40,232500,8,HB9TMC,1101
1965,20230616,2325,40,232500,8,ON3URE,490
1966,20230616,2325,40,232500,8,OE9GHV,1056
1967,20230616,2325,40,232500,8,DL0PF,1170
1968,20230616,2325,40,232500,8,DA0UP,1172
1969,20231218,1318,20,131815,8,CT1CAH,1802
1970,20231218,1318,20,131814,8,OZ6HQ,716
1971,20231218,1318,20,131816,8,DF2LV,686
1972,20231218,1318,20,131815,8,LB6B,817
1973,20231218,1318,20,131815,8,LB3SH,820
1974,20231218,1318,20,131814,8,LB8OH,833
1975,20231218,1318,20,131813,8,RA3FY,2470
1976,20231218,1318,20,131812,8,DL3ZZA,987
1977,20231218,1318,20,131800,8,DL0PF,1170
1978,20231218,1318,20,131815,8,PA3AIS,413
1979,20231218,1318,20,131814,8,DG8YFM,575
1980,20231218,1318,20,131814,8,HB9CQK,1026
1981,20231218,1318,20,131813,8,ON4PB,586
1982,20231218,1318,20,131812,8,EA3KE,1476
1983,20231218,1318,20,131812,8,F4BYA,564
1984,20231218,1318,20,131812,8,DK6XY,776
1985,20231218,1318,20,131812,8,LB1RJ,885
1986,20231218,1318,20,131812,8,DG5BCR,597
1987,20231218,1318,20,131812,8,DL6UCK,1059
1988,20231218,1318,20,131812,8,SM7HPK,996
1989,20231218,1318,20,131812,8,DL2DNR,582
1990,20231218,1318,20,131812,8,HB9BEP,1056
1991,20231218,1318,20,131812,8,OH2XO,1704
1992,20231218,1318,20,131800,8,HB9TMC,1101
1993,20231218,1318,20,131812,8,F6FHZ,626
1994,20210916,1506,40,150615,5,DD9LH,663
1995,20210916,1506,40,150615,5,F1EYG,616
1996,20210916,1506,40,150615,5,DG9BJA,628
1997,20210916,1506,40,150616,5,ON4LS,556
1998,20210916,1506,40,150615,5,DL3EL,783
1999,20210916,1506,40,150615,5,HA6FQ,1646
2000,20210916,1506,40,150612,5,OZ7LC,775
2001,20210916,1506,40,150612,5,DL1AMQ,927
2002,20210916,1506,40,150611,5,OZ1JDA,755
2003,20230602,1238,40,123811,5,DK1XAM,645
2004,20210525,1335,20,123514,8,OZ5EM,728
2005,20210525,1335,20,123514,8,DM1MT,794
2006,20210525,1335,20,123513,8,PD5DRE,517
2007,20210525,1335,20,123512,8,PD5JOS,416
2008,20210525,1335,20,123512,8,DD5KD,611
2009,20210525,1335,20,123511,8,PD1CMP,475
2010,20210525,1335,20,123500,8,PD8B,465
2011,20220502,1107,40,110715,6,F1EYG,616
2012,20220502,1107,40,110714,6,GM8IEM,547
2013,20220502,1107,40,110714,6,2E0EJA,261
2014,20220502,1107,40,110711,6,M0ODE,355
2015,20220502,1107,40,110700,6,PA3WLE,402
2016,20220502,1107,40,110712,6,HB9CQK,1023
2017,20220502,1107,40,110712,6,PA3BHW,530
2018,20210712,1255,40,125515,6,F1EYG,616
2019,20210712,1255,40,125511,6,DK4RH,633
2020,20210421,2218,40,221814,10,EA1IOK,1351
2021,20210421,2218,40,221812,10,IK0FVC,1664
2022,20210518,1036,40,103615,6,F1EYG,616
2023,20210518,1036,40,103614,6,DL1AE,608
2024,20210518,1036,40,103614,6,F1NQP,553
2025,20210518,1036,40,103614,6,F5AIL,606
2026,20210518,1036,40,103614,6,DPH207,764
2027,20210518,1036,40,103614,6,F5FDV,489
2028,20210518,1036,40,103612,6,ON4PB,583
2029,20210518,1036,40,103612,6,DB8BT,695
2030,20210518,1036,40,103611,6,DL5NAM,970
2031,20210522,1427,20,142711,5,OH6GAZ,1780
2032,20230513,1246,20,124600,6,DJ7NT/SDR,675
2033,20230513,1246,20,124615,6,RL3AM,2420
2034,20230513,1246,20,124614,6,S58WW,1412
2035,20230513,1246,20,124600,6,DL2COM,918
2036,20230513,1246,20,124613,6,PA1AKM,553
2037,20230513,1246,20,124612,6,PD1GAW,490
2038,20230513,1246,20,124612,6,SM48592,1067
2039,20230513,1246,20,124612,6,LA4RHA,1237
2040,20230513,1246,20,124612,6,DH8BAB,609
2041,20230513,1246,20,124612,6,SE2D,1631
2042,20230513,1246,20,124600,6,HB9TMC,1101
2043,20221227,1156,40,115615,6,DO2PHS,735
2044,20221227,1156,40,115615,6,F4KMN,670
2045,20221227,1156,40,115615,6,G4BRK,257
2046,20221227,1156,40,115615,6,DJ9PC,975
2047,20221227,1156,40,115615,6,SM7IUN,923
2048,20221227,1156,40,115614,6,G4KRJ,255
2049,20221227,1156,40,115614,6,GB3RS,221
2050,20221227,1156,40,115600,6,PA3WLE,405
2051,20221227,1156,40,115600,6,ON3URE,490
2052,20221227,1156,40,115600,6,DL2BBC,570
2053,20221227,1156,40,115615,6,G0KTN,302
2054,20221227,1156,40,115614,6,G0OFE,362
2055,20221227,1156,40,115614,6,F6KHM,663
2056,20221227,1156,40,115614,6,ON3JT,486
2057,20221227,1156,40,115614,6,PD2V,507
2058,20221227,1156,40,115600,6,HB9TMC,1101
2059,20221227,1156,40,115612,6,M0CRX,303
2060,20221227,1156,40,115612,6,2W0INY,314
2061,20221227,1156,40,115612,6,DM4SH,697
2062,20221227,1156,40,115612,6,G6UED,166
2063,20221227,1156,40,115612,6,M0JSX,261
2064,20221227,1156,40,115611,6,DK4RH,636
2065,20221227,1156,40,115611,6,2E0APG,172
2066,20221227,1156,40,115611,6,MW0RHD,245
2067,20221227,1156,40,115611,6,G0UBX,191
2068,20221227,1156,40,115600,6,2E0ZPM,192
2069,20221227,1156,40,115600,6,MM3NDH,272
2070,20220726,1203,20,120314,5,OG2A,1640
2071,20220726,1203,20,120314,5,DL3KF,789
2072,20220726,1203,20,120312,5,DL6NAC,952
2073,20220726,1203,20,120312,5,LA6RJA,726
2074,20220726,1203,20,120300,5,HB9TMC,1098
2075,20220726,1203,20,120300,5,DG5DH,670
2076,20220215,1031,20,103115,9,UI6L,2936
2077,20220215,1031,20,103114,9,CBK502,397
2078,20220215,1031,20,103114,9,HB9CQK,1023
2079,20220215,1031,20,103114,9,EA3ZD,1423
2080,20220215,1031,20,103112,9,OH2XO,1703
2081,20220215,1031,20,103100,9,OE5EAN,1226
2082,20220215,1031,20,103115,9,SP3WYW,1236
2083,20220215,1031,20,103115,9,OH5KW,1808
2084,20220215,1031,20,103115,9,SP9VEY,1499
2085,20220215,1031,20,103114,9,SA7AKE,1150
2086,20220215,1031,20,103112,9,DD1WS,1061
2087,20220215,1031,20,103112,9,SM5TSP,1343
2088,20220215,1031,20,103100,9,DL0PF,1167
2089,20220215,1031,20,103100,9,HB9TMC,1098
2090,20220921,1757,40,175715,8,F4KMN,670
2091,20220921,1757,40,175715,8,OL7M,1247
2092,20220921,1757,40,175715,8,EB1BWG,1229
2093,20220921,1757,40,175716,8,OZ5OC,866
2094,20220921,1757,40,175715,8,OO7P,530
2095,20220921,1757,40,175715,8,PD1BER,507
2096,20220921,1757,40,175715,8,G0OFE,362
2097,20220921,1757,40,175715,8,G0KTN,302
2098,20220921,1757,40,175714,8,EA1IOK,1352
2099,20220921,1757,40,175714,8,M0MDS,269
2100,20220921,1757,40,175714,8,M7ODY,214
2101,20220921,1757,40,175712,8,M6ENS,74
2102,20220921,1757,40,175712,8,DB4REB,558
2103,20220921,1757,40,175712,8,F8MGW,826
2104,20220921,1757,40,175712,8,PD9T,414
2105,20220921,1757,40,175712,8,G7HMV,239
2106,20220921,1757,40,175712,8,G0AKH,449
2107,20220921,1757,40,175712,8,PA4GDR,520
2108,20220921,1757,40,175712,8,DL5JAN,797
2109,20220921,1757,40,175712,8,DL1CMM,768
2110,20220921,1757,40,175712,8,M7PLS,295
2111,20220921,1757,40,175712,8,G0DYW,231
2112,20220921,1757,40,175712,8,DK0ND,969
2113,20220921,1757,40,175700,8,HB9TMC,1101
2114,20220921,1757,40,175700,8,M0CRT,43
2115,20220921,1757,40,175700,8,MM3NDH,272
2116,20220921,1757,40,175700,8,GW4TJC,224
2117,20220921,1757,40,175700,8,DG5DH,673
2118,20210427,1055,40,105515,7,DJ9PC,972
2119,20210427,1055,40,105515,7,OH6BG,1634
2120,20210427,1055,40,105515,7,DD9LH,663
2121,20210427,1055,40,105515,7,F1EYG,616
2122,20210427,1055,40,105512,7,DL2KV,672
2123,20210427,1055,40,105511,7,EI5IIB,563
2124,20211007,1425,20,142519,10,YL3AKH,1555
2125,20211007,1425,20,142517,10,R3ZMM,2609
2126,20211007,1425,20,142515,10,LA5UJA,1119
2127,20211007,1425,20,142515,10,OK6LZ,1397
2128,20211007,1425,20,142515,10,DL0PF-RP,1169
2129,20211007,1425,20,142514,10,EA3ZD,1423
2130,20211007,1425,20,142500,10,OE5EAN,1226
2131,20211007,1425,20,142517,10,R2AUH,2418
2132,20211007,1425,20,142515,10,LA2VLA,1536
2133,20211007,1425,20,142515,10,OK2BRV,1228
2134,20211007,1425,20,142515,10,IK2MKS,1226
