,tt,date,dt,db,freq,day_or_night,weather,power,band,pos_towers,average_distance
206,1935,20210426,0.24193548387096775,-13.709677419354838,1568.032258064516,1,0,8.0,20,3,1935.3333333333333
207,1608,20210427,0.19942857142857146,-14.291428571428572,1377.4,1,0,5.0,40,1,916.0
208,1100,20210427,0.13333333333333336,-14.186666666666667,1586.76,1,0,7.0,20,7,1665.0
209,1613,20210427,0.17933333333333334,-14.893333333333333,1553.8133333333333,1,0,5.0,20,2,1863.0
210,1055,20210427,0.18163265306122453,-14.122448979591837,1190.4897959183672,1,0,7.0,40,6,853.3333333333334
211,1810,20210428,0.24121621621621622,-11.797297297297296,1449.0135135135135,1,0,6.0,20,3,1881.6666666666667
213,1106,20210428,0.09999999999999995,-11.25531914893617,1286.0,1,0,,40,0,
214,1046,20210428,0.1626016260162602,-14.94308943089431,1467.6829268292684,1,0,5.0,20,3,2508.3333333333335
212,1835,20210428,0.08892857142857143,-13.125,1484.4928571428572,1,0,6.0,40,9,894.5555555555555
216,1038,20210429,0.11454545454545452,-14.654545454545454,1379.909090909091,1,0,9.0,40,18,557.7222222222222
215,1035,20210429,0.05833333333333335,-14.909722222222221,1516.625,1,0,9.0,20,6,1522.0
218,1134,20210430,0.006060606060606061,-12.272727272727273,1294.2727272727273,1,0,9.0,40,6,587.5
217,1128,20210430,0.1261168384879725,-13.810996563573884,1579.4776632302405,1,0,9.0,20,8,1291.75
296,953,20210501,0.22061403508771932,-16.267543859649123,1464.6052631578948,1,0,,20,0,
297,957,20210501,-0.1857142857142857,-14.952380952380953,1179.142857142857,1,0,8.0,40,5,649.0
298,2130,20210502,0.16453488372093023,-12.220930232558139,1568.5,0,0,5.0,40,10,994.8
299,2126,20210502,0.15260416666666668,-13.53125,1422.7760416666667,0,0,5.0,20,1,1774.0
300,1128,20210503,0.33125,-12.458333333333334,1678.2291666666667,1,0,10.0,40,9,754.4444444444445
301,1124,20210503,0.4823008849557522,-15.256637168141593,1429.2566371681417,1,0,10.0,20,12,1314.0
302,1537,20210504,0.4111111111111111,-13.603174603174603,1415.857142857143,1,0,8.0,40,1,475.0
303,1533,20210504,0.3502487562189055,-13.044776119402986,1555.7611940298507,1,0,8.0,20,4,1580.25
305,1246,20210505,0.07272727272727272,-13.151515151515152,1476.8181818181818,1,0,7.0,40,14,663.0
304,1241,20210505,-0.17888888888888888,-14.688888888888888,1498.6555555555556,1,0,7.0,20,4,1007.5
309,1153,20210507,-0.04210526315789477,-17.210526315789473,1167.7368421052631,1,0,6.0,40,4,578.75
310,1149,20210507,0.05114942528735631,-12.591954022988507,1637.2758620689656,1,0,,20,0,
316,1430,20210510,-0.04473684210526316,-13.986842105263158,1542.8552631578948,1,0,5.0,20,1,1060.0
315,1435,20210510,0.06885245901639346,-11.475409836065573,1076.4262295081967,1,0,5.0,40,2,832.0
318,1215,20210511,-0.3888888888888889,-12.777777777777779,1103.7777777777778,1,0,9.0,40,9,553.6666666666666
317,1211,20210511,-0.001904761904761907,-13.447619047619048,1500.2095238095237,1,0,,20,0,
323,1318,20210514,0.1349315068493151,-12.633561643835616,1474.25,1,0,10.0,20,7,740.4285714285714
329,2220,20210517,0.15083798882681565,-12.46927374301676,1535.491620111732,0,0,7.0,40,1,764.0
328,2216,20210517,0.27450980392156865,-14.627450980392156,1518.862745098039,0,0,7.0,20,2,3265.0
331,1036,20210518,0.0,-12.857142857142858,1974.142857142857,1,0,6.0,40,9,653.7777777777778
330,1040,20210518,0.27325581395348836,-16.5,1325.7790697674418,1,0,6.0,20,5,1404.8
334,1417,20210520,0.23513513513513515,-15.108108108108109,1343.2882882882882,1,0,5.0,20,4,1197.5
335,1421,20210520,0.125,-17.3125,1202.625,1,0,5.0,40,5,656.2
337,1429,20210521,0.16412213740458015,-16.015267175572518,1720.3664122137404,1,0,9.0,40,8,739.75
336,1419,20210521,0.140625,-14.5625,1492.4375,1,0,9.0,20,5,1141.0
338,1427,20210522,0.15190839694656488,-15.816793893129772,1471.175572519084,1,0,5.0,20,1,1780.0
339,1422,20210522,0.09399999999999999,-16.16,1509.52,1,0,5.0,40,8,706.875
342,1904,20210524,0.086986301369863,-10.972602739726028,1405.373287671233,1,0,10.0,40,12,473.5
343,1909,20210524,0.19423076923076923,-12.773076923076923,1380.3115384615385,1,0,10.0,20,19,1027.1052631578948
344,1339,20210525,0.13571428571428573,-13.0,1613.642857142857,1,0,8.0,40,7,381.2857142857143
345,1335,20210525,0.25786163522012584,-13.672955974842766,1216.5031446540881,1,0,8.0,20,7,572.2857142857143
347,1029,20210526,-0.01578947368421053,-15.842105263157896,1283.5263157894738,1,0,6.0,40,6,693.1666666666666
346,1025,20210526,0.14262295081967216,-15.827868852459016,1560.450819672131,1,0,6.0,20,7,1195.4285714285713
349,1742,20210527,0.11363636363636365,-13.022727272727273,1449.25,1,0,5.0,20,4,1100.0
348,1747,20210527,0.14449152542372884,-13.245762711864407,1357.25,1,0,5.0,40,7,718.4285714285714
351,718,20210528,-0.06060606060606061,-10.686868686868687,1225.030303030303,1,0,7.0,40,26,677.5384615384615
350,713,20210528,0.000671140939597316,-12.677852348993289,1318.765100671141,1,0,7.0,20,16,1432.4375
357,2015,20210531,0.1423913043478261,-10.96376811594203,1350.7282608695652,0,0,5.0,20,2,1588.0
356,2003,20210531,0.11987878787878789,-11.08969696969697,1341.9236363636364,0,0,5.0,40,5,585.0
430,1500,20210601,-0.14222222222222222,-16.177777777777777,1059.1777777777777,1,0,8.0,40,3,759.0
429,1451,20210601,0.011842105263157892,-16.399122807017545,1637.344298245614,1,0,8.0,20,8,1426.625
431,956,20210602,0.07619047619047621,-15.80952380952381,1599.047619047619,1,0,6.0,40,9,640.4444444444445
432,949,20210602,0.06721951219512194,-14.071219512195121,1493.0419512195122,1,0,6.0,20,19,1319.8947368421052
433,953,20210603,0.048529411764705876,-15.691176470588236,1342.8382352941176,1,0,10.0,20,9,1431.5555555555557
434,947,20210603,0.10666666666666667,-15.7,1337.7,1,0,10.0,40,4,594.5
439,910,20210607,0.13285714285714284,-12.028571428571428,1439.7,1,0,5.0,20,19,1128.7894736842106
440,1650,20210608,0.14583333333333334,-11.545833333333333,1425.45,1,0,6.0,20,5,370.4
441,1635,20210608,0.33666666666666667,-11.8,1267.4333333333334,1,0,6.0,40,7,376.42857142857144
448,1626,20210612,0.27105263157894743,-14.131578947368421,1636.4342105263158,1,0,,20,0,
449,1634,20210612,0.14915254237288134,-14.169491525423728,1674.4237288135594,1,0,5.0,40,2,830.0
455,1118,20210614,-0.02422680412371133,-13.335051546391753,1463.4381443298969,1,0,8.0,20,15,692.9333333333333
454,1741,20210614,-0.005442176870748302,-15.5578231292517,1433.142857142857,1,0,10.0,40,9,824.3333333333334
452,1122,20210614,-0.32499999999999996,-16.5,1522.0,1,0,8.0,40,10,468.4
453,1724,20210614,0.1391891891891892,-15.405405405405405,1376.2027027027027,1,0,10.0,20,9,1249.0
464,1202,20210619,0.17142857142857149,-16.831932773109244,1494.81512605042,1,0,7.0,20,3,624.3333333333334
465,1125,20210619,-0.09999999999999999,-18.5,1265.75,1,0,7.0,40,2,441.5
470,2256,20210622,0.1883720930232558,-11.713178294573643,1459.2480620155038,0,0,6.0,40,10,1246.5
471,2252,20210622,0.07600000000000001,-15.44,1455.4666666666667,0,0,,20,0,
472,1821,20210623,0.10622222222222223,-13.546666666666667,1520.888888888889,1,0,6.0,40,1,877.0
473,1814,20210623,0.1767241379310345,-14.327586206896552,1337.1077586206898,1,0,6.0,20,2,1040.5
25,1356,20210701,0.22419354838709682,-15.833333333333334,1640.1344086021506,1,0,6.0,20,10,1290.8
24,1401,20210701,-0.009090909090909089,-17.0,1519.909090909091,1,0,6.0,40,3,538.0
27,2215,20210704,0.10119047619047619,-13.932539682539682,1743.2936507936508,0,0,8.0,20,17,1764.6470588235295
26,2210,20210704,0.07861271676300578,-9.121387283236995,1427.820809248555,0,0,8.0,40,16,855.3125
28,2313,20210706,0.1377049180327869,-12.221311475409836,1583.2377049180327,0,0,7.0,40,12,1378.9166666666667
29,2319,20210706,0.0724137931034483,-16.103448275862068,1895.0689655172414,0,0,,20,0,
30,1029,20210707,0.3461538461538461,-19.46153846153846,1341.6923076923076,1,0,9.0,40,8,709.375
31,1021,20210707,0.04615384615384613,-10.096153846153847,1407.7692307692307,1,0,9.0,20,11,1313.2727272727273
33,1255,20210712,-0.24545454545454543,-15.272727272727273,1584.2727272727273,1,0,6.0,40,2,624.5
32,1259,20210712,0.1406779661016949,-15.983050847457626,1584.4915254237287,1,0,,20,0,
35,1620,20210714,0.050847457627118654,-12.661016949152541,1268.322033898305,1,0,10.0,40,16,568.0625
34,1625,20210714,0.21509433962264154,-13.429245283018869,1538.2877358490566,1,0,10.0,20,16,1173.5
37,1709,20210715,-0.06020408163265306,-14.83673469387755,1309.704081632653,1,0,5.0,40,1,890.0
36,1704,20210715,0.12444444444444444,-15.622222222222222,1307.7111111111112,1,0,5.0,20,1,1098.0
38,1025,20210723,0.15932203389830507,-15.94915254237288,1712.7118644067796,1,0,7.0,20,6,1157.5
39,1029,20210723,0.05555555555555555,-9.777777777777779,1714.7777777777778,1,0,7.0,40,7,638.8571428571429
40,1416,20210726,0.40789473684210525,-13.739234449760765,1656.6602870813397,1,0,9.0,20,9,1464.0
41,1406,20210726,0.3307692307692308,-13.076923076923077,1409.3846153846155,1,0,9.0,40,4,737.5
83,1745,20210802,0.1884297520661157,-11.743801652892563,1454.396694214876,1,0,8.0,40,9,866.4444444444445
84,1741,20210802,0.25000000000000006,-11.825396825396826,1519.2619047619048,1,0,8.0,20,1,1741.0
86,1037,20210803,0.14545454545454548,-12.963636363636363,1467.7,1,0,5.0,20,28,1033.5
85,1042,20210803,0.09230769230769233,-13.153846153846153,913.6923076923077,1,0,5.0,40,9,735.8888888888889
88,1343,20210804,0.15333333333333338,-14.685714285714285,1551.6761904761904,1,0,6.0,20,5,906.4
87,1339,20210804,-0.11764705882352941,-17.352941176470587,1452.2941176470588,1,0,6.0,40,8,626.125
90,1109,20210805,0.36901408450704226,-11.121789560894781,1413.311516155758,1,0,5.0,20,33,608.2424242424242
89,1114,20210805,0.33749999999999997,-11.375,1182.09375,1,0,5.0,40,9,355.1111111111111
91,1505,20210806,0.3194805194805195,-15.5,1678.7272727272727,1,0,9.0,20,1,1244.0
92,1509,20210806,0.2634146341463415,-13.560975609756097,1485.1951219512196,1,0,9.0,40,9,638.5555555555555
95,1554,20210808,0.14245014245014245,-15.86039886039886,1529.2678062678062,1,0,6.0,20,1,1423.0
96,1558,20210808,0.0909090909090909,-13.340909090909092,1569.5454545454545,1,0,6.0,40,2,693.5
97,1819,20210809,0.3287610619469026,-12.823008849557523,1577.075221238938,1,0,7.0,40,1,343.0
98,1815,20210809,0.33272727272727265,-12.478787878787879,1627.7878787878788,1,0,7.0,20,7,1059.5714285714287
102,1741,20210826,0.42669902912621355,-12.674757281553399,1502.2524271844661,1,0,6.0,40,11,874.1818181818181
101,2148,20210826,0.24651162790697675,-14.333333333333334,1502.2015503875969,0,0,10.0,20,8,1582.5
100,1731,20210826,0.03313953488372093,-16.36046511627907,1579.0232558139535,1,0,6.0,20,6,2069.0
99,2153,20210826,0.14874551971326164,-11.691756272401435,1477.4551971326164,0,0,10.0,40,16,858.3125
104,1022,20210828,0.26341463414634153,-16.317073170731707,1481.0731707317073,1,0,5.0,20,8,1319.25
103,1027,20210828,0.068,-17.64,1406.04,1,0,5.0,40,6,581.8333333333334
106,1323,20210830,0.31587301587301586,-14.325396825396826,1584.2222222222222,1,0,8.0,20,1,1981.0
105,1328,20210830,0.4272727272727273,-16.59090909090909,1542.090909090909,1,0,8.0,40,18,582.0555555555555
108,1514,20210831,0.3545454545454545,-15.204545454545455,1626.0227272727273,1,0,7.0,20,3,1509.3333333333333
107,1520,20210831,0.36033057851239664,-15.049586776859504,1386.7603305785124,1,0,7.0,40,3,538.0
157,2050,20210912,0.05789473684210527,-17.44736842105263,1216.1052631578948,0,0,10.0,20,5,1627.2
156,2041,20210912,0.10251046025104603,-12.753138075313808,1496.7154811715482,0,0,10.0,40,2,1102.0
158,1506,20210913,0.1,-12.542857142857143,1394.3,1,0,6.0,40,2,719.0
159,1501,20210913,0.08868778280542987,-14.402714932126697,1549.1628959276018,1,0,6.0,20,4,1678.25
160,1800,20210914,0.3694545454545454,-12.007272727272728,1535.7163636363637,1,0,8.0,40,5,871.6
161,1755,20210914,0.37077922077922076,-13.941558441558442,1567.155844155844,1,0,8.0,20,2,1736.0
165,1511,20210916,0.0536764705882353,-11.705882352941176,1521.3014705882354,1,0,5.0,20,1,1816.0
164,1506,20210916,0.08333333333333333,-12.38888888888889,1393.138888888889,1,0,5.0,40,9,816.5555555555555
167,908,20210918,0.041176470588235294,-14.823529411764707,1511.9117647058824,1,0,5.0,40,15,797.8666666666667
166,904,20210918,0.23750000000000002,-14.609375,1570.53125,1,0,5.0,20,1,1817.0
169,1043,20210919,-0.041447368421052636,-13.93421052631579,1509.125,1,0,7.0,20,19,1716.157894736842
168,1050,20210919,0.029508196721311476,-11.868852459016393,1580.9344262295083,1,0,7.0,40,19,759.8947368421053
171,2159,20210922,0.1,-19.555555555555557,698.7777777777778,0,0,9.0,20,1,1634.0
170,2204,20210922,0.24036144578313257,-13.24698795180723,1514.644578313253,0,0,9.0,40,3,1200.6666666666667
172,2232,20210923,0.22499999999999998,-20.0,1235.5,0,0,6.0,20,1,1517.0
173,2228,20210923,-0.03404255319148936,-15.48936170212766,1304.9893617021276,0,0,6.0,40,1,1626.0
175,956,20210924,0.10341880341880341,-10.820512820512821,1236.3162393162393,1,0,9.0,40,31,600.3225806451613
174,1000,20210924,0.19208633093525182,-13.100719424460431,1335.546762589928,1,0,9.0,20,19,1592.421052631579
176,1809,20210927,0.49950495049504956,-11.331683168316832,1433.5148514851485,1,0,9.0,20,5,2044.8
177,1814,20210927,0.3720430107526881,-11.647849462365592,1300.034946236559,1,0,9.0,40,42,850.3095238095239
178,1225,20210928,0.20461538461538462,-11.430769230769231,1526.4076923076923,1,0,5.0,20,18,1115.3333333333333
179,1230,20210928,0.13555555555555554,-11.933333333333334,1118.3111111111111,1,0,5.0,40,37,603.7567567567568
180,2113,20210930,0.24619565217391304,-14.141304347826088,1453.9021739130435,0,0,,40,0,
181,1538,20210930,0.073,-13.24,1464.52,1,0,6.0,40,10,536.2
182,1532,20210930,0.24987775061124698,-11.224938875305623,1354.19804400978,1,0,6.0,20,7,1625.142857142857
183,2118,20210930,0.16,-17.3,1754.0,0,0,,20,0,
